# RESUMO DAS ESTATÍSTICAS GERAIS DA ANÁLISE DIPLOMÁTICA MRE BRASIL-CHINA
# Total de Notas Analisadas;2040
# Total de Notas Selecionadas (Relevantes);45
# Total de Notas Descartadas (Superficiais/Irrelevantes);1995

ID;Título;Data;Status de Seleção;Temática Central;Justificativa do Descarte;Revisão Necessária;Detalhes da Revisão
1006;50ª Reunião da Comissão Mista de Cooperação Econômica Brasil-Alemanha - Declaração sobre Cadeias de Valor de Minerais Críticos - comunicado conjunto;26/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1007;Morte de adolescente brasileiro no Líbano;26/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1008;Incêndios florestais no Equador;26/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1009;Segunda reunião de ministros das Relações Exteriores do G20 – Chamado à Ação sobre a Reforma da Governança Global - Nova York, 25 de setembro;25/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1010;"Evento de alto nível: ""Em defesa da democracia: combatendo o extremismo""";24/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1011;Segunda reunião de ministros das Relações Exteriores do G20 – Nova York, 25 de setembro;24/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1012;Concessão de agrément ao Embaixador designado de El Salvador no Brasil;24/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1013;Quitação de contribuições do Brasil à ONU e a outros organismos internacionais – Nota Conjunta MRE/MPO;24/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1014;Passagem do Tufão Yagi;23/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1015;Ataques israelenses ao Líbano;23/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1016;Abertura de mercado de carne de frango e bovina em Papua Nova Guiné - Nota Conjunta MRE/MAPA;23/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1017;Participação do Brasil na 79ª Assembleia Geral das Nações Unidas;23/09/2024;Descartada;N/A;"Participação do Brasil na 79ª Assembleia Geral da ONU; menção a eventos laterais genéricos.";Não;
1018;Participação do Brasil na Cúpula do Futuro;22/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1019;Explosão de mina de carvão no Irã;22/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1020;Ataque aéreo a Beirute;21/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1021;Ataque terrorista no Mali;20/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1022;Abertura de cinco novos mercados no Canadá - Nota Conjunta MRE-MAPA;19/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1023;Aprovação de resolução da Assembleia Geral da ONU sobre a ilegalidade da ocupação israelense em território palestino;18/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1024;Incêndios em Portugal;18/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1025;Concessão de agrément ao Embaixador designado da Albânia no Brasil;18/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1026;Abertura de mercados no Canadá - Nota Conjunta MRE/MAPA;18/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1027;Explosões de aparelhos eletrônicos no Líbano;17/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1028;Enchentes na Europa Central e Oriental;17/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1029;Cinquentenário das relações diplomáticas entre Brasil e Bahrein – Comunicado Conjunto Brasil-Bahrein;17/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1030;Explosão de caminhão tanque no Haiti;16/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1031;Aberturas de mercado em Angola, Austrália, Canadá e Tailândia - Nota Conjunta MRE/MAPA;16/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1032;180° aniversário do estabelecimento de relações diplomáticas entre Brasil e Paraguai;14/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1033;Ataque a escola da UNRWA em Nuseirat;12/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1034;Documento final do “Painel sobre Minerais Críticos à Transição Energética”, da ONU;11/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1035;Visita do Ministro Mauro Vieira aos Emirados Árabes Unidos – 11 de setembro de 2024;10/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1036;Bombardeio israelense à zona humanitária de Al-Mawasi, em Khan Younis;10/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1037;Abertura de mercado no Marrocos para exportação de grãos secos de destilação – Nota Conjunta MRE/MAPA;10/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1038;Passagem do Tufão Yagi;09/09/2024;Descartada;N/A;Solidariedade e assistência consular por passagem do Tufão Yagi na China e Ásia.;Não;
1039;I Reunião Ministerial de Diálogo Estratégico entre Brasil e Conselho de Cooperação do Golfo – 9 de setembro de 2024;08/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1040;Visita do Ministro Mauro Vieira a Omã – 8 de setembro de 2024;08/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1041;Visita do Ministro Mauro Vieira a Omã – 8 de setembro de 2024;07/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1042;Representação dos interesses da Argentina na Venezuela;07/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1043;Missão humanitária brasileira de combate a incêndios na faixa de fronteira com a Bolívia;07/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1044;Abertura de mercado na Colômbia para exportação de grãos secos de destilaria – Nota Conjunta MRE/Mapa;06/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1045;Abertura de mercado no Japão para exportação de abacate hass – Nota Conjunta MRE/Mapa;05/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1046;45º Aniversário da Corte Interamericana de Direitos Humanos;05/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1047;Determinação de apreensão de candidato presidencial na Venezuela;03/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1048;75º Aniversário das Convenções de Genebra;03/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1049;Visita ao Brasil do Ministro das Relações Exteriores do Panamá, Javier Martínez-Acha Vásquez -  4 de setembro de 2024;03/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1050;Concessão de agrément ao Embaixador designado do Camboja no Brasil;02/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1051;Reunião de Chanceleres do MERCOSUL – Montevidéu, 2 de setembro de 2024;02/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1052;Morte de reféns em poder do Hamas em Gaza;01/09/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1053;Discurso do Ministro Mauro Vieira na abertura do segmento ministerial da Conferência da Diáspora Africana nas Américas - Salvador, 31/08/2024;31/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1054;Renovação do mandato da Força Interina das Nações Unidas no Líbano (UNIFIL);28/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1055;Operação militar israelense em cidades na Cisjordânia;28/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1056;Atentado em Burkina Faso;28/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1057;Visita da Ministra dos Negócios Estrangeiros e de Cultos do Haiti ao Brasil – 28 a 31 de agosto;28/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1058;Conferência da Diáspora Africana nas Américas – Salvador, 29 a 31 de agosto de 2024;28/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1059;Abertura de mercado no México para exportação de aves de exibição e reprodução – Nota Conjunta MRE/MAPA;27/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1060;Abertura de corredores para ajuda humanitária ao Sudão;27/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1061;Visita do Ministro Mauro Vieira à Índia - Nova Delhi, 26 e 27 de agosto de 2024;26/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1062;Escalada de tensões no Líbano e em Israel;25/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1063;Declaração Conjunta de Brasil e Colômbia;24/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1064;Ataque terrorista em Solingen, Alemanha;24/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1065;Visita do Ministro Mauro Vieira à Malásia – 25 de agosto de 2024;23/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1066;Comunicado conjunto da reunião entre o Ministro das Relações Exteriores do Brasil e o Secretário de Relações Exteriores das Filipinas;23/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1067;Abertura de mercado na Arábia Saudita para exportação de aves vivas – Nota Conjunta MRE/MAPA;23/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1068;Visita do Ministro Mauro Vieira às Filipinas – 23 de agosto;22/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1069;Abertura de mercado na Turquia para exportação de heparina bovina - Nota Conjunta MRE/MAPA;22/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1070;Declaração Conjunta Brasil-Reino Unido sobre Cooperação Internacional em Clima;22/08/2024;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
